name,accuracy,effect_chance,pp,priority,power,class,type,crit_rate,drain,flinch_chance,healing,max_hits,min_hits,max_turns,min_turns,stat_chance,effect
"follow-me",-1,,20,2,-1,status,normal,0,0,0,0,,,,,0,"Until the end of this turn, any moves that opposing Pokémon target solely at the user's ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.This effect takes priority over lightning rod and storm drain.If the user's ally switches out, opposing Pokémon may still hit it with pursuit.This move cannot be selected by assist or metronome."
"nature-power",-1,,20,0,-1,status,normal,0,0,0,0,,,,,0,"Uses another move chosen according to the terrain.Terrain                   | Selected move------------------------- | ------------------Building                  | tri attackCave                      | rock slideDeep water                | hydro pumpDesert                    | earthquakeGrass                     | seed bombMountain                  | rock slideRoad                      | earthquakeShallow water             | hydro pumpSnow                      | blizzardTall grass                | seed bombelectric terrain | thunderboltgrassy terrain   | energy ballmisty terrain    | moonblastIn Pokémon Battle Revolution:Terrain        | Selected move-------------- | ------------------Courtyard      | tri attackCrystal        | rock slideGateway        | hydro pumpMagma          | rock slideMain Street    | tri attackNeon           | tri attackStargazer      | rock slideSunny Park     | seed bombSunset         | earthquakeWaterfall      | seed bombThis move cannot be copied by mirror move."
"charge",-1,,20,0,-1,status,electric,0,0,0,0,,,,,0,"Raises the user's Special Defense by one stage.  If the user uses an electric move next turn, its power will be doubled."
"taunt",100,,20,0,-1,status,dark,0,0,0,0,,,,,0,"Target is forced to only use damaging moves for the next 3–5 turns, selected at random.  Moves that select other moves not known in advance do not count as damaging.assist, copycat, me first, metronome, mirror move, and sleep talk do not directly inflict damage and thus may not be used.bide, counter, endeavor, metal burst, and mirror coat are allowed."
"helping-hand",-1,,20,5,-1,status,normal,0,0,0,0,,,,,0,"Boosts the power of the target's moves by 50% until the end of this turn.This move cannot be copied by mirror move, nor selected by assist or metronome."
"trick",100,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"User and target permanently swap held items.  Works even if one of the Pokémon isn't holding anything.  If either Pokémon is holding mail, this move will fail.If either Pokémon has multitype or sticky hold, this move will fail.If this move results in a Pokémon obtaining choice band, choice scarf, or choice specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn.Neither the user nor the target can recover its item with recycle.This move cannot be selected by assist or metronome."
"role-play",-1,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"User's ability is replaced with the target's until the user leaves the field.  Ignores accuracy and evasion modifiers.If the target has flower gift, forecast, illusion, imposter, multitype, stance change, trace, wonder guard, or zen mode, this move will fail.This move cannot be copied by mirror move."
"wish",-1,,10,0,-1,status,normal,0,0,0,0,,,,,0,"At the end of the next turn, user will be healed for half its max HP.  If the user is switched out, its replacement will be healed instead for half of the user's max HP.  If the user faints or is forcefully switched by roar or whirlwind, this effect will not activate."
"assist",-1,,20,0,-1,status,normal,0,0,0,0,,,,,0,"Uses a move from another Pokémon in the user's party, both selected at random.  Moves from fainted Pokémon can be used.  If there are no eligible Pokémon or moves, this move will fail.This move will not select assist, chatter, circle throw, copycat, counter, covet, destiny bond, detect, dig, dive, dragon tail, endure, feint, fly focus punch, follow me, helping hand, me first, metronome, mimic, mirror coat, mirror move, phantom force protect, quick guard, roar shadow force, sketch, sleep talk, snatch, struggle, switcheroo, thief, trick, whirlwind, or wide guard.This move cannot be copied by mirror move, nor selected by metronome or sleep talk."
"ingrain",-1,,20,0,-1,status,grass,0,0,0,0,,,,,0,"Prevents the user from switching out.  User regains 1/16 of its max HP at the end of every turn.  If the user was immune to ground attacks, it will now take normal damage from them.roar and whirlwind will not affect the user.  The user cannot use magnet rise.The user may still use u turn to leave the field.This effect can be passed with baton pass."
"superpower",100,100,5,0,120,physical,fighting,0,0,0,0,,,,,100,"Inflicts regular damage, then lowers the user's Attack and Defense by one stage each."
"magic-coat",-1,,15,4,-1,status,psychic,0,0,0,0,,,,,0,"The first non-damaging move targeting the user this turn that inflicts major status effects, stat changes, or trapping effects will be reflected at its user.defog, memento, and teeter dance are not reflected.attract, flatter, gastro acid, leech seed, swagger, worry seed, and yawn are reflected.This move cannot be copied by mirror move."
"recycle",-1,,10,0,-1,status,normal,0,0,0,0,,,,,0,"User recovers the last item consumed by the user or a Pokémon in its position on the field.  The item must be used again before it can be recovered by this move again.  If the user is holding an item, this move fails.Items taken or given away by covet, knock off, switcheroo, thief, or trick may not be recovered."
"revenge",100,,10,-4,60,physical,fighting,0,0,0,0,,,,,0,"Inflicts regular damage.  If the target damaged the user this turn and was the last to do so, this move has double power.pain split does not count as damaging the user."
"brick-break",100,,15,0,75,physical,fighting,0,0,0,0,,,,,0,"Destroys any light screen or reflect on the target's side of the field, then inflicts regular damage."
"yawn",-1,,10,0,-1,status,normal,0,0,0,0,,,2,2,0,"Puts the target to sleep at the end of the next turn.  Ignores accuracy and evasion modifiers.  If the target leaves the field, this effect is canceled.  If the target has a status effect when this move is used, this move will fail.If the target is protected by safeguard when this move is used, this move will fail.insomnia and vital spirit prevent the sleep if the target has either at the end of the next turn, but will not cause this move to fail on use."
"knock-off",100,,20,0,65,physical,dark,0,0,0,0,,,,,0,"Inflicts regular damage.  Target loses its held item.Neither the user nor the target can recover its item with recycle.If the target has multitype or sticky hold, it will take damage but not lose its item."
"endeavor",100,,5,0,-1,physical,normal,0,0,0,0,,,,,0,"Inflicts exactly enough damage to lower the target's HP to equal the user's.  If the target's HP is not higher than the user's, this move has no effect.  Type immunity applies, but other type effects are ignored.  This effect counts as damage for moves that respond to damage."
"eruption",100,,5,0,150,special,fire,0,0,0,0,,,,,0,"Inflicts regular damage.  Power increases with the user's remaining HP and is given by `150 * HP / max HP`, to a maximum of 150 when the user has full HP."
"skill-swap",-1,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"User and target switch abilities.  Ignores accuracy and evasion modifiers.If either Pokémon has multitype or wonder guard, this move will fail."
"imprison",-1,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"Prevents any Pokémon on the opposing side of the field from using any move the user knows until the user leaves the field.  This effect is live; if the user obtains new moves while on the field, these moves become restricted.  If no opposing Pokémon knows any of the user's moves when this move is used, this move will fail."
"refresh",-1,,20,0,-1,status,normal,0,0,0,0,,,,,0,"Removes a burn, paralysis, or poison from the user."
"grudge",-1,,5,0,-1,status,ghost,0,0,0,0,,,,,0,"If the user faints before it next acts, the move that fainted it will have its PP dropped to 0.  End-of-turn damage does not trigger this effect."
"snatch",-1,,10,4,-1,status,dark,0,0,0,0,,,,,0,"The next time a Pokémon uses a beneficial move on itself or itself and its ally this turn, the user of this move will steal the move and use it itself.  Moves which may be stolen by this move are identified by the "snatchable" flag.If two Pokémon use this move on the same turn, the faster Pokémon will steal the first beneficial move, and the slower Pokémon will then steal it again—thus, only the slowest Pokémon using this move ultimately gains a stolen move's effect.If the user steals psych up, it will target the Pokémon that used psych up.  If the user was the original target of psych up, and the Pokémon that originally used it's affected by pressure, it will only lose 1 PP.This move cannot be copied by mirror move, nor selected by assist or metronome."
"secret-power",100,30,20,0,70,physical,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to inflict an effect chosen according to the terrain.Terrain        | Effect-------------- | -------------------------------------------------------------Building       | Paralyzes targetCave           | Makes target flinchDeep water     | Lowers target's Attack by one stageDesert         | Lowers target's accuracy by one stageGrass          | Puts target to sleepMountain       | Makes target flinchRoad           | Lowers target's accuracy by one stageShallow water  | Lowers target's Attack by one stageSnow           | Freezes targetTall grass     | Puts target to sleepIn Pokémon Battle Revolution:Terrain        | Effect-------------- | -------------------------------------------------------------Courtyard      | Paralyzes targetCrystal        | Makes target flinchGateway        | Lowers target's Attack by one stageMagma          | Makes target flinchMain Street    | Paralyzes targetNeon           | Paralyzes targetStargazer      | Makes target flinchSunny Park     | Puts target to sleepSunset         | Lowers target's accuracy by one stageWaterfall      | Puts target to sleep"
"dive",100,,10,0,80,physical,water,0,0,0,0,,,,,0,"Inflicts regular damage.  User dives underwater for one turn, becoming immune to attack, and hits on the second turn.During the immune turn, surf, and whirlpool still hit the user normally, and their power is doubled if appropriate.The user may be hit during its immune turn if under the effect of lock on, mind reader, or no guard.This move cannot be selected by sleep talk."
"arm-thrust",100,,20,0,15,physical,fighting,0,0,0,0,5,2,,,0,"Inflicts regular damage.  Hits 2–5 times in one turn.Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use."
"camouflage",-1,,20,0,-1,status,normal,0,0,0,0,,,,,0,"User's type changes according to the terrain.Terrain        | New type-------------- | --------------Building       | normalCave           | rockDesert         | groundGrass          | grassMountain       | rockOcean          | waterPond           | waterRoad           | groundSnow           | iceTall grass     | grassIn Pokémon Battle Revolution:Terrain        | New type-------------- | --------------Courtyard      | normalCrystal        | rockGateway        | waterMagma          | rockMain Street    | normalNeon           | normalStargazer      | rockSunny Park     | grassSunset         | groundWaterfall      | grass"
"tail-glow",-1,,20,0,-1,status,bug,0,0,0,0,,,,,0,"Raises the user's Special Attack by three stages."
"luster-purge",100,50,5,0,95,special,psychic,0,0,0,0,,,,,50,"Inflicts regular damage.  Has a 50% chance to lower the target's Special Defense by one stage."
"mist-ball",100,50,5,0,95,special,psychic,0,0,0,0,,,,,50,"Inflicts regular damage.  Has a 50% chance to lower the target's Special Attack by one stage."
"feather-dance",100,,15,0,-1,status,flying,0,0,0,0,,,,,0,"Lowers the target's Attack by two stages."
"teeter-dance",100,,20,0,-1,status,normal,0,0,0,0,,,5,2,0,"Confuses all targets."
"blaze-kick",90,10,10,0,85,physical,fire,1,0,0,0,,,,,0,"Inflicts regular damage.  User's critical hit rate is one level higher when using this move. Has a 10% chance to burn the target."
"mud-sport",-1,,15,0,-1,status,ground,0,0,0,0,,,,,0,"electric moves inflict half damage, regardless of target.  If the user leaves the field, this effect ends."
"ice-ball",90,,20,0,30,physical,ice,0,0,0,0,,,,,0,"Inflicts regular damage.  User is forced to use this move for five turns.  Power doubles every time this move is used in succession to a maximum of 16x, and resets to normal after the lock-in ends.  If this move misses or becomes unusable, the lock-in ends.If the user has used defense curl since entering the field, this move has double power."
"needle-arm",100,30,15,0,60,physical,grass,0,0,30,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to make the target flinch."
"slack-off",-1,,5,0,-1,status,normal,0,0,0,50,,,,,0,"Heals the user for half its max HP."
"hyper-voice",100,,10,0,90,special,normal,0,0,0,0,,,,,0,"Inflicts regular damage."
"poison-fang",100,50,15,0,50,physical,poison,0,0,0,0,,,15,15,0,"Inflicts regular damage.  Has a 50% chance to badly poison the target."
"crush-claw",95,50,10,0,75,physical,normal,0,0,0,0,,,,,50,"Inflicts regular damage.  Has a 50% chance to lower the target's Defense by one stage."
"blast-burn",90,,5,0,150,special,fire,0,0,0,0,,,,,0,"Inflicts regular damage.  User loses its next turn to "recharge", and cannot attack or switch out during that turn."
"hydro-cannon",90,,5,0,150,special,water,0,0,0,0,,,,,0,"Inflicts regular damage.  User loses its next turn to "recharge", and cannot attack or switch out during that turn."
"meteor-mash",90,20,10,0,90,physical,steel,0,0,0,0,,,,,20,"Inflicts regular damage. Has a 20% chance to raise the user's Attack one stage."
"astonish",100,30,15,0,30,physical,ghost,0,0,30,0,,,,,0,"Inflicts regular damage.  Has a 30% chance to make the target flinch."
"weather-ball",100,,10,0,50,special,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  If a weather move is active, this move has double power, and its type becomes the type of the weather move.  shadow sky is typeless for the purposes of this move."
"aromatherapy",-1,,5,0,-1,status,grass,0,0,0,0,,,,,0,"Removes major status effects and confusion from every Pokémon in the user's party."
"fake-tears",100,,20,0,-1,status,dark,0,0,0,0,,,,,0,"Lowers the target's Special Defense by two stages."
"air-cutter",95,,25,0,60,special,flying,1,0,0,0,,,,,0,"Inflicts regular damage.  User's critical hit rate is one level higher when using this move."
"overheat",90,100,5,0,130,special,fire,0,0,0,0,,,,,100,"Inflicts regular damage, then lowers the user's Special Attack by two stages."
"odor-sleuth",-1,,40,0,-1,status,normal,0,0,0,0,,,,,0,"Resets the target's evasion to normal and prevents any further boosting until the target leaves the field.  A ghost under this effect takes normal damage from normal and fighting moves.  This move itself ignores accuracy and evasion modifiers."
"rock-tomb",95,100,15,0,60,physical,rock,0,0,0,0,,,,,100,"Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage."
"silver-wind",100,10,5,0,60,special,bug,0,0,0,0,,,,,10,"Inflicts regular damage. Has a 10% chance to raise all of the user's stats one stage."
"metal-sound",85,,40,0,-1,status,steel,0,0,0,0,,,,,0,"Lowers the target's Special Defense by two stages."
"grass-whistle",55,,15,0,-1,status,grass,0,0,0,0,,,4,2,0,"Puts the target to sleep."
"tickle",100,,20,0,-1,status,normal,0,0,0,0,,,,,0,"Lowers the target's Attack and Defense by one stage."
"cosmic-power",-1,,20,0,-1,status,psychic,0,0,0,0,,,,,0,"Raises the user's Defense and Special Defense by one stage."
"water-spout",100,,5,0,150,special,water,0,0,0,0,,,,,0,"Inflicts regular damage.  Power increases with the user's remaining HP and is given by `150 * HP / max HP`, to a maximum of 150 when the user has full HP."
"signal-beam",100,10,15,0,75,special,bug,0,0,0,0,,,5,2,0,"Inflicts regular damage.  Has a 10% chance to confuse the target."
"shadow-punch",-1,,20,0,60,physical,ghost,0,0,0,0,,,,,0,"Inflicts regular damage.  Ignores accuracy and evasion modifiers."
"extrasensory",100,10,20,0,80,special,psychic,0,0,10,0,,,,,0,"Inflicts regular damage.  Has a 10% chance to make the target flinch."
"sky-uppercut",90,,15,0,85,physical,fighting,0,0,0,0,,,,,0,"Inflicts regular damage.This move can hit Pokémon under the effect of bounce, fly, or sky drop."
"sand-tomb",85,100,15,0,35,physical,ground,0,0,0,0,,,6,5,0,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.rapid spin cancels this effect."
"sheer-cold",30,,5,0,-1,special,ice,0,0,0,0,,,,,0,"Inflicts damage equal to the target's max HP.  Ignores accuracy and evasion modifiers.  This move's accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target, this move will fail.Because this move inflicts a specific and finite amount of damage, endure still prevents the target from fainting.The effects of lock on, mind reader, and no guard still apply, as long as the user is equal or higher level than the target.  However, they will not give this move a chance to break through detect or protect."
"muddy-water",85,30,10,0,90,special,water,0,0,0,0,,,,,30,"Inflicts regular damage.  Has a 30% chance to lower the target's accuracy by one stage."
"bullet-seed",100,,30,0,25,physical,grass,0,0,0,0,5,2,,,0,"Inflicts regular damage.  Hits 2–5 times in one turn.Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use."
"aerial-ace",-1,,20,0,60,physical,flying,0,0,0,0,,,,,0,"Inflicts regular damage.  Ignores accuracy and evasion modifiers."
"icicle-spear",100,,30,0,25,physical,ice,0,0,0,0,5,2,,,0,"Inflicts regular damage.  Hits 2–5 times in one turn.Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use."
"iron-defense",-1,,15,0,-1,status,steel,0,0,0,0,,,,,0,"Raises the user's Defense by two stages."
"block",-1,,5,0,-1,status,normal,0,0,0,0,,,,,0,"The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.The target may still escape by using baton pass, u turn, or a shed shell.Both the user and the target pass on this effect with baton pass."
"howl",-1,,40,0,-1,status,normal,0,0,0,0,,,,,0,"Raises the user's Attack by one stage."
"dragon-claw",100,,15,0,80,physical,dragon,0,0,0,0,,,,,0,"Inflicts regular damage."
"frenzy-plant",90,,5,0,150,special,grass,0,0,0,0,,,,,0,"Inflicts regular damage.  User loses its next turn to "recharge", and cannot attack or switch out during that turn."
"bulk-up",-1,,20,0,-1,status,fighting,0,0,0,0,,,,,0,"Raises the user's Attack and Defense by one stage each."
"bounce",85,30,5,0,85,physical,flying,0,0,0,0,,,,,0,"Inflicts regular damage.  User bounces high into the air for one turn, becoming immune to attack, and hits on the second turn.  Has a 30% chance to paralyze the target.During the immune turn, gust, hurricane, sky uppercut, smack down, thunder, and twister still hit the user normally.  gust and twister also have double power against the user.The damage from hail and sandstorm still applies during the immune turn.The user may be hit during its immune turn if under the effect of lock on, mind reader, or no guard.This move cannot be used while gravity is in effect.This move cannot be selected by sleep talk."
"mud-shot",95,100,15,0,55,special,ground,0,0,0,0,,,,,100,"Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage."
"poison-tail",100,10,25,0,50,physical,poison,1,0,0,0,,,,,0,"Inflicts regular damage.  User's critical hit rate is one level higher when using this move. Has a 10% chance to poison the target."
"covet",100,,25,0,60,physical,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  If the target is holding an item and the user is not, the user will permanently take the item.  Damage is still inflicted if an item cannot be taken.Pokémon with sticky hold or multitype are immune to the item theft effect.The target cannot recover its item with recycle.This move cannot be selected by assist or metronome."
"volt-tackle",100,10,15,0,120,physical,electric,0,-33,0,0,,,,,0,"Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.  Has a 10% chance to paralyze the target."
"magical-leaf",-1,,20,0,60,special,grass,0,0,0,0,,,,,0,"Inflicts regular damage.  Ignores accuracy and evasion modifiers."
"water-sport",-1,,15,0,-1,status,water,0,0,0,0,,,,,0,"fire moves inflict half damage, regardless of target.  If the user leaves the field, this effect ends."
"calm-mind",-1,,20,0,-1,status,psychic,0,0,0,0,,,,,0,"Raises the user's Special Attack and Special Defense by one stage each."
"leaf-blade",100,,15,0,90,physical,grass,1,0,0,0,,,,,0,"Inflicts regular damage.  User's critical hit rate is one level higher when using this move."
"dragon-dance",-1,,20,0,-1,status,dragon,0,0,0,0,,,,,0,"Raises the user's Attack and Speed by one stage each."
"rock-blast",90,,10,0,25,physical,rock,0,0,0,0,5,2,,,0,"Inflicts regular damage.  Hits 2–5 times in one turn.Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use."
"shock-wave",-1,,20,0,60,special,electric,0,0,0,0,,,,,0,"Inflicts regular damage.  Ignores accuracy and evasion modifiers."
"water-pulse",100,20,20,0,60,special,water,0,0,0,0,,,5,2,0,"Inflicts regular damage.  Has a 20% chance to confuse the target."
"doom-desire",100,,5,0,140,special,steel,0,0,0,0,,,,,0,"Inflicts typeless regular damage at the end of the third turn, starting with this one.  This move cannot score a critical hit.  If the target switches out, its replacement will be hit instead.  Damage is calculated at the time this move is used; stat changes and switching out during the delay won't change the damage inflicted.  No move with this effect can be used against the same target again until after the end of the third turn.This effect breaks through wonder guard.If the target is protected by protect or detect on the turn this move is used, this move will fail.  However, the damage on the third turn will break through protection.The damage is applied at the end of the turn, so it ignores endure and focus sash.This move cannot be copied by mirror move."
"psycho-boost",90,100,5,0,140,special,psychic,0,0,0,0,,,,,100,"Inflicts regular damage, then lowers the user's Special Attack by two stages."
"roost",-1,,5,0,-1,status,flying,0,0,0,50,,,,,0,"Heals the user for half its max HP.  If the user is flying, its flying type is ignored until the end of this turn."
"gravity",-1,,5,0,-1,status,psychic,0,0,0,0,,,,,0,"For five turns (including this one), all immunities to ground moves are disabled.  For the duration of this effect, the evasion of every Pokémon on the field is lowered by two stages.  Cancels the effects of bounce, fly, and sky drop.Specifically, flying Pokémon and those with levitate or that have used magnet rise are no longer immune to ground attacks, arena trap, spikes, or toxic spikes.bounce, fly, sky drop, high jump kick, jump kick, and splash cannot be used while this move is in effect.*Bug*: If this move is used during a double or triple battle while Pokémon are under the effect of sky drop, Sky Drop's effect is not correctly canceled on its target, and it remains high in the air indefinitely.  As Sky Drop prevents the target from acting, the only way to subsequently remove it from the field is to faint it."
"miracle-eye",-1,,40,0,-1,status,psychic,0,0,0,0,,,,,0,"Resets the target's evasion to normal and prevents any further boosting until the target leaves the field.  A dark Pokémon under this effect takes normal damage from psychic moves.  This move itself ignores accuracy and evasion modifiers."
"wake-up-slap",100,,10,0,70,physical,fighting,0,0,0,0,,,,,0,"Inflicts regular damage.  If the target is sleeping, this move has double power, and the target wakes up."
"hammer-arm",90,100,10,0,100,physical,fighting,0,0,0,0,,,,,100,"Inflicts regular damage, then lowers the user's Speed by one stage."
"gyro-ball",100,,5,0,-1,physical,steel,0,0,0,0,,,,,0,"Inflicts regular damage.  Power increases with the target's current Speed compared to the user, given by `1 + 25 * target Speed / user Speed`, capped at 150."
"healing-wish",-1,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"User faints.  Its replacement's HP is fully restored, and any major status effect is removed.  If the replacement Pokémon is immediately fainted by a switch-in effect, the next replacement is healed by this move instead."
"brine",100,,10,0,65,special,water,0,0,0,0,,,,,0,"Inflicts regular damage.  If the target has less than half its max HP remaining, this move has double power."
"natural-gift",100,,15,0,-1,physical,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  Power and type are determined by the user's held berry.  The berry is consumed.  If the user is not holding a berry, this move will fail."
"feint",100,,10,2,30,physical,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  Removes the effects of detect or protect from the target before hitting.This move cannot be copied by mirror move, nor selected by assist or metronome."
"pluck",100,,20,0,60,physical,flying,0,0,0,0,,,,,0,"Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.If this move is super effective and the target is holding a berry that can reduce this move's damage, it will do so, and will not be stolen."
"tailwind",-1,,15,0,-1,status,flying,0,0,0,0,,,,,0,"For the next three turns, all Pokémon on the user's side of the field have their original Speed doubled.  This effect remains if the user leaves the field."
"acupressure",-1,,30,0,-1,status,normal,0,0,0,0,,,,,0,"Raises one of the target's stats by two stages.  The raised stat is chosen at random from any stats that can be raised by two stages.  If no stat is eligible, this move will fail.If the target has a substitute, this move will have no effect, even if the user is the target.This move cannot be copied by mirror move."
"metal-burst",100,,10,0,-1,physical,steel,0,0,0,0,,,,,0,"Targets the last opposing Pokémon to hit the user with a damaging move this turn.  Inflicts 1.5× the damage that move did to the user.  If there is no eligible target, this move will fail.  Type immunity applies, but other type effects are ignored."
"u-turn",100,,20,0,70,physical,bug,0,0,0,0,,,,,0,"Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user's trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.This move may be used even if the user is under the effect of ingrain.  ingrain's effect will end."
"close-combat",100,100,5,0,120,physical,fighting,0,0,0,0,,,,,100,"Inflicts regular damage, then lowers the user's Defense and Special Defense by one stage each."
"payback",100,,10,0,50,physical,dark,0,0,0,0,,,,,0,"Inflicts regular damage.  If the target uses a move or switches out this turn before this move is used, this move has double power."
"assurance",100,,10,0,60,physical,dark,0,0,0,0,,,,,0,"Inflicts regular damage.  If the target takes damage this turn for any reason before this move is used, this move has double power."
"embargo",100,,15,0,-1,status,dark,0,0,0,0,,,5,5,0,"Target cannot use its held item for five turns.  If the target leaves the field, this effect ends.If a Pokémon under this effect uses bug bite or pluck on a Pokémon holding a berry, the berry is destroyed but not used.  If a Pokémon under this effect uses fling, it will fail.This effect is passed by baton pass."
"fling",100,,10,0,-1,physical,dark,0,0,0,0,,,,,0,"Inflicts regular damage.  Power and type are determined by the user's held item.  The item is consumed.  If the user is not holding an item, or its item has no set type and power, this move will fail.This move ignores sticky hold.If the user is under the effect of embargo, this move will fail."
"psycho-shift",100,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"If the user has a major status effect and the target does not, the user's status is transferred to the target."
"trump-card",-1,,5,0,-1,special,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  Power is determined by the PP remaining for this move, after its PP cost is deducted.  Ignores accuracy and evasion modifiers.PP remaining | Power------------ | ----:4 or more    |    403            |    502            |    601            |    800            |   200If this move is activated by another move, the activating move's PP is used to calculate power."
"heal-block",100,,15,0,-1,status,psychic,0,0,0,0,,,5,5,0,"For the next five turns, the target may not use any moves that only restore HP, and move effects that heal the target are disabled.  Moves that steal HP may still be used, but will only inflict damage and not heal the target."
"wring-out",100,,5,0,-1,special,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  Power directly relates to the target's relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121."
"power-trick",-1,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"The user's original Attack and Defense are swapped.This effect is passed on by baton pass."
"gastro-acid",100,,10,0,-1,status,poison,0,0,0,0,,,,,0,"The target's ability is disabled as long as it remains on the field.This effect is passed on by baton pass."
"lucky-chant",-1,,30,0,-1,status,normal,0,0,0,0,,,,,0,"For five turns, opposing Pokémon cannot score critical hits."
"me-first",-1,,20,0,-1,status,normal,0,0,0,0,,,,,0,"If the target has selected a damaging move this turn, the user will copy that move and use it against the target, with a 50% increase in power.If the target moves before the user, this move will fail.This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk."
"copycat",-1,,20,0,-1,status,normal,0,0,0,0,,,,,0,"Uses the last move that was used successfully by any Pokémon, including the user.This move cannot copy itself, nor roar nor whirlwind.This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk."
"power-swap",-1,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"User swaps its Attack and Special Attack stat modifiers modifiers with the target."
"guard-swap",-1,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"User swaps its Defense and Special Defense modifiers with the target."
"punishment",100,,5,0,-1,physical,dark,0,0,0,0,,,,,0,"Inflicts regular damage.  Power starts at 60 and is increased by 20 for every stage any of the target's stats has been raised, capping at 200.  Accuracy and evasion modifiers do not increase this move's power."
"last-resort",100,,5,0,140,physical,normal,0,0,0,0,,,,,0,"Inflicts regular damage.  This move can only be used if each of the user's other moves has been used at least once since the user entered the field.  If this is the user's only move, this move will fail."
"worry-seed",100,,10,0,-1,status,grass,0,0,0,0,,,,,0,"Changes the target's ability to insomnia.If the target's ability is truant or multitype, this move will fail."
"sucker-punch",100,,5,1,70,physical,dark,0,0,0,0,,,,,0,"Inflicts regular damage.  If the target has not selected a damaging move this turn, or if the target has already acted this turn, this move will fail.This move is not affected by iron fist."
"toxic-spikes",-1,,20,0,-1,status,poison,0,0,0,0,,,,,0,"Scatters poisoned spikes around the opposing field, which poison opposing Pokémon that enter the field.  A second layer of these spikes may be laid down, in which case Pokémon will be badly poisoned instead.  Pokémon immune to either ground moves or being poisoned are immune to this effect.  Pokémon otherwise immune to ground moves are affected during gravity.If a poison Pokémon not immune to ground moves enters a field covered with poisoned spikes, the spikes are removed.rapid spin will remove this effect from its user's side of the field.  defog will remove this effect from its target's side of the field.This move does not trigger synchronize, unless the Pokémon with synchronize was forced to enter the field by another effect such as roar.Pokémon entering the field due to baton pass are not affected by this effect."
"heart-swap",-1,,10,0,-1,status,psychic,0,0,0,0,,,,,0,"User swaps its stat modifiers with the target."
"aqua-ring",-1,,20,0,-1,status,water,0,0,0,0,,,,,0,"Restores 1/16 of the user's max HP at the end of each turn.  If the user leaves the field, this effect ends.This effect is passed on by baton pass."
"magnet-rise",-1,,10,0,-1,status,electric,0,0,0,0,,,,,0,"For five turns, the user is immune to ground moves.If the user is under the effect of ingrain or has levitate, this move will fail.This effect is temporarily disabled by and cannot be used during gravity.This effect is passed on by baton pass."
