name,type_1,type_2,ability_1,ability_1_is_hidden,ability_2,ability_2_is_hidden,ability_3,ability_3_is_hidden,height,weight,stat_hp,stat_attack,stat_defense,stat_spattack,stat_spdef,stat_speed,sprite
chesnaught,grass,fighting,overgrow,False,bulletproof,True,,,16,900,88,107,122,74,75,64,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png"
fennekin,fire,,blaze,False,magician,True,,,4,94,40,45,40,62,60,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png"
braixen,fire,,blaze,False,magician,True,,,10,145,59,59,58,90,70,73,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png"
delphox,fire,psychic,blaze,False,magician,True,,,15,390,75,69,72,114,100,104,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png"
froakie,water,,torrent,False,protean,True,,,3,70,41,56,40,62,44,71,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png"
frogadier,water,,torrent,False,protean,True,,,6,109,54,63,52,83,56,97,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png"
greninja,water,dark,torrent,False,protean,True,,,15,400,72,95,67,103,71,122,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png"
bunnelby,normal,,pickup,False,cheek-pouch,False,huge-power,True,4,50,38,36,38,32,36,57,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png"
diggersby,normal,ground,pickup,False,cheek-pouch,False,huge-power,True,10,424,85,56,77,50,77,78,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png"
fletchling,normal,flying,big-pecks,False,gale-wings,True,,,3,17,45,50,43,40,38,62,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png"
fletchinder,fire,flying,flame-body,False,gale-wings,True,,,7,160,62,73,55,56,52,84,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png"
talonflame,fire,flying,flame-body,False,gale-wings,True,,,12,245,78,81,71,74,69,126,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png"
scatterbug,bug,,shield-dust,False,compound-eyes,False,friend-guard,True,3,25,38,35,40,27,25,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png"
spewpa,bug,,shed-skin,False,friend-guard,True,,,3,84,45,22,60,27,30,29,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png"
vivillon,bug,flying,shield-dust,False,compound-eyes,False,friend-guard,True,12,170,80,52,50,90,50,89,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png"
litleo,fire,normal,rivalry,False,unnerve,False,moxie,True,6,135,62,50,58,73,54,72,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png"
pyroar,fire,normal,rivalry,False,unnerve,False,moxie,True,15,815,86,68,72,109,66,106,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png"
flabebe,fairy,,flower-veil,False,symbiosis,True,,,1,1,44,38,39,61,79,42,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png"
floette,fairy,,flower-veil,False,symbiosis,True,,,2,9,54,45,47,75,98,52,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png"
florges,fairy,,flower-veil,False,symbiosis,True,,,11,100,78,65,68,112,154,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png"
skiddo,grass,,sap-sipper,False,grass-pelt,True,,,9,310,66,65,48,62,57,52,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png"
gogoat,grass,,sap-sipper,False,grass-pelt,True,,,17,910,123,100,62,97,81,68,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png"
pancham,fighting,,iron-fist,False,mold-breaker,False,scrappy,True,6,80,67,82,62,46,48,43,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png"
pangoro,fighting,dark,iron-fist,False,mold-breaker,False,scrappy,True,21,1360,95,124,78,69,71,58,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png"
furfrou,normal,,fur-coat,False,,,,,12,280,75,80,60,65,90,102,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png"
espurr,psychic,,keen-eye,False,infiltrator,False,own-tempo,True,3,35,62,48,54,63,60,68,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png"
meowstic-male,psychic,,keen-eye,False,infiltrator,False,prankster,True,6,85,74,48,76,83,81,104,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png"
honedge,steel,ghost,no-guard,False,,,,,8,20,45,80,100,35,37,28,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png"
doublade,steel,ghost,no-guard,False,,,,,8,45,59,110,150,45,49,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png"
aegislash-shield,steel,ghost,stance-change,False,,,,,17,530,60,50,140,50,140,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png"
spritzee,fairy,,healer,False,aroma-veil,True,,,2,5,78,52,60,63,65,23,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png"
aromatisse,fairy,,healer,False,aroma-veil,True,,,8,155,101,72,72,99,89,29,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png"
swirlix,fairy,,sweet-veil,False,unburden,True,,,4,35,62,48,66,59,57,49,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png"
slurpuff,fairy,,sweet-veil,False,unburden,True,,,8,50,82,80,86,85,75,72,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png"
inkay,dark,psychic,contrary,False,suction-cups,False,infiltrator,True,4,35,53,54,53,37,46,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png"
malamar,dark,psychic,contrary,False,suction-cups,False,infiltrator,True,15,470,86,92,88,68,75,73,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png"
binacle,rock,water,tough-claws,False,sniper,False,pickpocket,True,5,310,42,52,67,39,56,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png"
barbaracle,rock,water,tough-claws,False,sniper,False,pickpocket,True,13,960,72,105,115,54,86,68,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png"
skrelp,poison,water,poison-point,False,poison-touch,False,adaptability,True,5,73,50,60,60,60,60,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png"
dragalge,poison,dragon,poison-point,False,poison-touch,False,adaptability,True,18,815,65,75,90,97,123,44,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png"
clauncher,water,,mega-launcher,False,,,,,5,83,50,53,62,58,63,44,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png"
clawitzer,water,,mega-launcher,False,,,,,13,353,71,73,88,120,89,59,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png"
helioptile,electric,normal,dry-skin,False,sand-veil,False,solar-power,True,5,60,44,38,33,61,43,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png"
heliolisk,electric,normal,dry-skin,False,sand-veil,False,solar-power,True,10,210,62,55,52,109,94,109,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png"
tyrunt,rock,dragon,strong-jaw,False,sturdy,True,,,8,260,58,89,77,45,45,48,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png"
tyrantrum,rock,dragon,strong-jaw,False,rock-head,True,,,25,2700,82,121,119,69,59,71,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png"
amaura,rock,ice,refrigerate,False,snow-warning,True,,,13,252,77,59,50,67,63,46,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png"
aurorus,rock,ice,refrigerate,False,snow-warning,True,,,27,2250,123,77,72,99,92,58,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png"
sylveon,fairy,,cute-charm,False,pixilate,True,,,10,235,95,65,65,110,130,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png"
hawlucha,fighting,flying,limber,False,unburden,False,mold-breaker,True,8,215,78,92,75,74,63,118,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png"
dedenne,electric,fairy,cheek-pouch,False,pickup,False,plus,True,2,22,67,58,57,81,67,101,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png"
carbink,rock,fairy,clear-body,False,sturdy,True,,,3,57,50,50,150,50,150,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png"
goomy,dragon,,sap-sipper,False,hydration,False,gooey,True,3,28,45,50,35,55,75,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png"
sliggoo,dragon,,sap-sipper,False,hydration,False,gooey,True,8,175,68,75,53,83,113,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png"
goodra,dragon,,sap-sipper,False,hydration,False,gooey,True,20,1505,90,100,70,110,150,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png"
klefki,steel,fairy,prankster,False,magician,True,,,2,30,57,80,91,80,87,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png"
phantump,ghost,grass,natural-cure,False,frisk,False,harvest,True,4,70,43,70,48,50,60,38,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png"
trevenant,ghost,grass,natural-cure,False,frisk,False,harvest,True,15,710,85,110,76,65,82,56,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png"
pumpkaboo-average,ghost,grass,pickup,False,frisk,False,insomnia,True,4,50,49,66,70,44,55,51,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png"
gourgeist-average,ghost,grass,pickup,False,frisk,False,insomnia,True,9,125,65,90,122,58,75,84,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png"
bergmite,ice,,own-tempo,False,ice-body,False,sturdy,True,10,995,55,69,85,32,35,28,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png"
avalugg,ice,,own-tempo,False,ice-body,False,sturdy,True,20,5050,95,117,184,44,46,28,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png"
noibat,flying,dragon,frisk,False,infiltrator,False,telepathy,True,5,80,40,30,35,45,40,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png"
noivern,flying,dragon,frisk,False,infiltrator,False,telepathy,True,15,850,85,70,80,97,80,123,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png"
xerneas,fairy,,fairy-aura,False,,,,,30,2150,126,131,95,131,98,99,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png"
yveltal,dark,flying,dark-aura,False,,,,,58,2030,126,131,95,131,98,99,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png"
zygarde-50,dragon,ground,aura-break,False,,,,,50,3050,108,100,121,81,95,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png"
diancie,rock,fairy,clear-body,False,,,,,7,88,50,100,150,100,150,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png"
hoopa,psychic,ghost,magician,False,,,,,5,90,80,110,60,150,130,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png"
volcanion,fire,water,water-absorb,False,,,,,17,1950,80,110,120,130,90,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png"
rowlet,grass,flying,overgrow,False,long-reach,True,,,3,15,68,55,55,50,50,42,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png"
dartrix,grass,flying,overgrow,False,long-reach,True,,,7,160,78,75,75,70,70,52,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png"
decidueye,grass,ghost,overgrow,False,long-reach,True,,,16,366,78,107,75,100,100,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png"
litten,fire,,blaze,False,intimidate,True,,,4,43,45,65,40,60,40,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png"
torracat,fire,,blaze,False,intimidate,True,,,7,250,65,85,50,80,50,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png"
incineroar,fire,dark,blaze,False,intimidate,True,,,18,830,95,115,90,80,90,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png"
popplio,water,,torrent,False,liquid-voice,True,,,4,75,50,54,54,66,56,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png"
brionne,water,,torrent,False,liquid-voice,True,,,6,175,60,69,69,91,81,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png"
primarina,water,fairy,torrent,False,liquid-voice,True,,,18,440,80,74,74,126,116,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png"
pikipek,normal,flying,keen-eye,False,skill-link,False,pickup,True,3,12,35,75,30,30,30,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png"
trumbeak,normal,flying,keen-eye,False,skill-link,False,pickup,True,6,148,55,85,50,40,50,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png"
toucannon,normal,flying,keen-eye,False,skill-link,False,sheer-force,True,11,260,80,120,75,75,75,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png"
yungoos,normal,,stakeout,False,strong-jaw,False,adaptability,True,4,60,48,70,30,30,30,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png"
gumshoos,normal,,stakeout,False,strong-jaw,False,adaptability,True,7,142,88,110,60,55,60,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png"
grubbin,bug,,swarm,False,,,,,4,44,47,62,45,55,45,46,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png"
charjabug,bug,electric,battery,False,,,,,5,105,57,82,95,55,75,36,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png"
vikavolt,bug,electric,levitate,False,,,,,15,450,77,70,90,145,75,43,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png"
crabrawler,fighting,,hyper-cutter,False,iron-fist,False,anger-point,True,6,70,47,82,57,42,47,63,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png"
crabominable,fighting,ice,hyper-cutter,False,iron-fist,False,anger-point,True,17,1800,97,132,77,62,67,43,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png"
oricorio-baile,fire,flying,dancer,False,,,,,6,34,75,70,70,98,70,93,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png"
cutiefly,bug,fairy,honey-gather,False,shield-dust,False,sweet-veil,True,1,2,40,45,40,55,40,84,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png"
ribombee,bug,fairy,honey-gather,False,shield-dust,False,sweet-veil,True,2,5,60,55,60,95,70,124,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png"
rockruff,rock,,keen-eye,False,vital-spirit,False,steadfast,True,5,92,45,65,40,30,40,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png"
lycanroc-midday,rock,,keen-eye,False,sand-rush,False,steadfast,True,8,250,75,115,65,55,65,112,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png"
wishiwashi-solo,water,,schooling,False,,,,,2,3,45,20,20,25,25,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png"
mareanie,poison,water,merciless,False,limber,False,regenerator,True,4,80,50,53,62,43,52,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png"
toxapex,poison,water,merciless,False,limber,False,regenerator,True,7,145,50,63,152,53,142,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png"
mudbray,ground,,own-tempo,False,stamina,False,inner-focus,True,10,1100,70,100,70,45,55,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png"
mudsdale,ground,,own-tempo,False,stamina,False,inner-focus,True,25,9200,100,125,100,55,85,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png"
dewpider,water,bug,water-bubble,False,water-absorb,True,,,3,40,38,40,52,40,72,27,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png"
araquanid,water,bug,water-bubble,False,water-absorb,True,,,18,820,68,70,92,50,132,42,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png"
fomantis,grass,,leaf-guard,False,contrary,True,,,3,15,40,55,35,50,35,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png"
lurantis,grass,,leaf-guard,False,contrary,True,,,9,185,70,105,90,80,90,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png"
morelull,grass,fairy,illuminate,False,effect-spore,False,rain-dish,True,2,15,40,35,55,65,75,15,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png"
shiinotic,grass,fairy,illuminate,False,effect-spore,False,rain-dish,True,10,115,60,45,80,90,100,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png"
salandit,poison,fire,corrosion,False,oblivious,True,,,6,48,48,44,40,71,40,77,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png"
salazzle,poison,fire,corrosion,False,oblivious,True,,,12,222,68,64,60,111,60,117,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png"
stufful,normal,fighting,fluffy,False,klutz,False,cute-charm,True,5,68,70,75,50,45,50,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png"
bewear,normal,fighting,fluffy,False,klutz,False,unnerve,True,21,1350,120,125,80,55,60,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png"
bounsweet,grass,,leaf-guard,False,oblivious,False,sweet-veil,True,3,32,42,30,38,30,38,32,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png"
steenee,grass,,leaf-guard,False,oblivious,False,sweet-veil,True,7,82,52,40,48,40,48,62,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png"
tsareena,grass,,leaf-guard,False,queenly-majesty,False,sweet-veil,True,12,214,72,120,98,50,98,72,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png"
comfey,fairy,,flower-veil,False,triage,False,natural-cure,True,1,3,51,52,90,82,110,100,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png"
oranguru,normal,psychic,inner-focus,False,telepathy,False,symbiosis,True,15,760,90,60,80,90,110,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png"
passimian,fighting,,receiver,False,defiant,True,,,20,828,100,120,90,40,60,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png"
wimpod,bug,water,wimp-out,False,,,,,5,120,25,35,40,20,30,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png"
golisopod,bug,water,emergency-exit,False,,,,,20,1080,75,125,140,60,90,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png"
sandygast,ghost,ground,water-compaction,False,sand-veil,True,,,5,700,55,55,80,70,45,15,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png"
palossand,ghost,ground,water-compaction,False,sand-veil,True,,,13,2500,85,75,110,100,75,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png"
pyukumuku,water,,innards-out,False,unaware,True,,,3,12,55,60,130,30,130,5,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png"
type-null,normal,,battle-armor,False,,,,,19,1205,95,95,95,95,95,59,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png"
silvally,normal,,rks-system,False,,,,,23,1005,95,95,95,95,95,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png"
minior-red-meteor,rock,flying,shields-down,False,,,,,3,400,60,60,100,60,100,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png"
komala,normal,,comatose,False,,,,,4,199,65,115,65,75,95,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png"
turtonator,fire,dragon,shell-armor,False,,,,,20,2120,60,78,135,91,85,36,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png"
togedemaru,electric,steel,iron-barbs,False,lightning-rod,False,sturdy,True,3,33,65,98,63,40,73,96,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png"
mimikyu-disguised,ghost,fairy,disguise,False,,,,,2,7,55,90,80,50,105,96,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png"
bruxish,water,psychic,dazzling,False,strong-jaw,False,wonder-skin,True,9,190,68,105,70,70,70,92,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png"
drampa,normal,dragon,berserk,False,sap-sipper,False,cloud-nine,True,30,1850,78,60,85,135,91,36,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png"
dhelmise,ghost,grass,steelworker,False,,,,,39,2100,70,131,100,86,90,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png"
jangmo-o,dragon,,bulletproof,False,soundproof,False,overcoat,True,6,297,45,55,65,45,45,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png"
hakamo-o,dragon,fighting,bulletproof,False,soundproof,False,overcoat,True,12,470,55,75,90,65,70,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png"
kommo-o,dragon,fighting,bulletproof,False,soundproof,False,overcoat,True,16,782,75,110,125,100,105,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png"
tapu-koko,electric,fairy,electric-surge,False,telepathy,True,,,18,205,70,115,85,95,75,130,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png"
tapu-lele,psychic,fairy,psychic-surge,False,telepathy,True,,,12,186,70,85,75,130,115,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png"
tapu-bulu,grass,fairy,grassy-surge,False,telepathy,True,,,19,455,70,130,115,85,95,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png"
tapu-fini,water,fairy,misty-surge,False,telepathy,True,,,13,212,70,75,115,95,130,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png"
cosmog,psychic,,unaware,False,,,,,2,1,43,29,31,29,31,37,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png"
cosmoem,psychic,,sturdy,False,,,,,1,9999,43,29,131,29,131,37,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png"
solgaleo,psychic,steel,full-metal-body,False,,,,,34,2300,137,137,107,113,89,97,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png"
lunala,psychic,ghost,shadow-shield,False,,,,,40,1200,137,113,89,137,107,97,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png"
nihilego,rock,poison,beast-boost,False,,,,,12,555,109,53,47,127,131,103,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png"
buzzwole,bug,fighting,beast-boost,False,,,,,24,3336,107,139,139,53,53,79,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png"
pheromosa,bug,fighting,beast-boost,False,,,,,18,250,71,137,37,137,37,151,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png"
xurkitree,electric,,beast-boost,False,,,,,38,1000,83,89,71,173,71,83,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png"
celesteela,steel,flying,beast-boost,False,,,,,92,9999,97,101,103,107,101,61,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png"
kartana,grass,steel,beast-boost,False,,,,,3,1,59,181,131,59,31,109,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png"
guzzlord,dark,dragon,beast-boost,False,,,,,55,8880,223,101,53,97,53,43,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png"
necrozma,psychic,,prism-armor,False,,,,,24,2300,97,107,101,127,89,79,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png"
magearna,steel,fairy,soul-heart,False,,,,,10,805,80,95,115,130,115,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png"
marshadow,fighting,ghost,technician,False,,,,,7,222,90,125,80,90,90,125,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png"
poipole,poison,,beast-boost,False,,,,,6,18,67,73,67,73,67,73,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png"
naganadel,poison,dragon,beast-boost,False,,,,,36,1500,73,73,73,127,73,121,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png"
stakataka,rock,steel,beast-boost,False,,,,,55,8200,61,131,211,53,101,13,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png"
blacephalon,fire,ghost,beast-boost,False,,,,,18,130,53,127,53,151,79,107,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png"
zeraora,electric,,volt-absorb,False,,,,,15,445,88,112,75,102,80,143,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png"
meltan,steel,,magnet-pull,False,,,,,2,80,46,65,65,55,35,34,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png"
melmetal,steel,,iron-fist,False,,,,,25,8000,135,143,143,80,65,34,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png"
grookey,grass,,overgrow,False,grassy-surge,True,,,3,50,50,65,50,40,40,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png"
thwackey,grass,,overgrow,False,grassy-surge,True,,,7,140,70,85,70,55,60,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png"
rillaboom,grass,,overgrow,False,grassy-surge,True,,,21,900,100,125,90,60,70,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png"
